Deal_ID,Region,Customer_Segment,Deal_Stage,Lead_Source,Engagement_Score,Deal_Creation_Date,Deal_Closure_Date,Deal_Size,MRR,ARR,Salesperson
OPP-2172,North America,Enterprise,Negotiation,Partner,2.37,2023-02-22,2024-01-30,96062.46,8005.21,96062.46,NA-Enterprise-2
OPP-2173,North America,Enterprise,Qualified,Event,7.11,2024-12-17,2023-07-30,41961.08,3496.76,41961.08,NA-Enterprise-3
OPP-2174,North America,Enterprise,Closed Won,Inbound,1.35,2024-08-19,2023-04-22,42425.79,3535.48,42425.79,NA-Enterprise-3
OPP-2175,North America,Enterprise,Closed Won,Inbound,2.53,2024-02-05,,76861.8,6405.15,76861.8,NA-Enterprise-2
OPP-2176,North America,Enterprise,Qualified,Inbound,8.53,2023-03-15,,69421.61,5785.13,69421.61,NA-Enterprise-1
OPP-2177,North America,Enterprise,Qualified,Partner,3.34,2024-10-20,,57066.69,4755.56,57066.69,NA-Enterprise-1
OPP-2178,North America,Enterprise,Proposal Sent,Inbound,3.55,2024-02-07,,70893.49,5907.79,70893.49,NA-Enterprise-3
OPP-2179,North America,Enterprise,Negotiation,Event,4.23,2024-06-05,2025-05-02,79900.51,6658.38,79900.51,NA-Enterprise-2
OPP-2180,North America,Enterprise,Closed Won,Event,8.62,2024-11-13,2024-06-07,65078.18,5423.18,65078.18,NA-Enterprise-2
OPP-2181,North America,Enterprise,Negotiation,Inbound,1.53,2023-05-01,2025-08-08,67677.21,5639.77,67677.21,NA-Enterprise-1
OPP-2182,North America,Enterprise,Negotiation,Inbound,3.99,2023-11-24,2025-10-14,47566.58,3963.88,47566.58,NA-Enterprise-1
OPP-2183,North America,Enterprise,Qualified,Partner,9.48,2024-07-19,,66120.09,5510.01,66120.09,NA-Enterprise-2
OPP-2184,North America,Enterprise,Negotiation,Event,6.91,2024-01-08,2024-02-28,58152.76,4846.06,58152.76,NA-Enterprise-1
OPP-2185,North America,Enterprise,Qualified,Event,8.23,2024-02-03,2025-11-16,60705.14,5058.76,60705.14,NA-Enterprise-1
OPP-2186,North America,Enterprise,Closed Lost,Event,8.76,2024-04-05,2024-12-01,67810.24,5650.85,67810.24,NA-Enterprise-1
OPP-2187,North America,Enterprise,Negotiation,Partner,9.62,2024-08-03,,84716.88,7059.74,84716.88,NA-Enterprise-2
OPP-2188,North America,Enterprise,Closed Won,Inbound,3.26,2023-04-06,2024-12-17,51037.71,4253.14,51037.71,NA-Enterprise-2
OPP-2189,North America,Enterprise,Closed Won,Inbound,6.44,2023-10-12,,48890.07,4074.17,48890.07,NA-Enterprise-2
OPP-2190,North America,Enterprise,Proposal Sent,Event,6.68,2024-12-29,2025-03-05,83247.06,6937.26,83247.06,NA-Enterprise-1
OPP-2191,North America,Enterprise,Qualified,Event,9.72,2023-07-26,2024-12-12,60230.79,5019.23,60230.79,NA-Enterprise-1
OPP-2192,North America,Enterprise,Closed Won,Partner,3.46,2024-02-05,,80821.34,6735.11,80821.34,NA-Enterprise-3
OPP-2193,North America,Enterprise,Negotiation,Partner,4.91,2023-02-10,2024-09-17,99617.86,8301.49,99617.86,NA-Enterprise-3
OPP-2194,North America,Enterprise,Negotiation,Inbound,3.99,2024-02-22,2023-06-09,72327.54,6027.29,72327.54,NA-Enterprise-3
OPP-2195,North America,Enterprise,Closed Won,Marketing Campaign,9.23,2024-09-15,2024-11-07,68471.05,5705.92,68471.05,NA-Enterprise-1
OPP-2196,North America,Enterprise,Qualified,Inbound,9.02,2023-02-09,,90088.13,7507.34,90088.13,NA-Enterprise-2
OPP-2197,North America,Enterprise,Proposal Sent,Outbound,1.04,2023-08-23,2025-08-09,80105.93,6675.49,80105.93,NA-Enterprise-2
OPP-2198,North America,Enterprise,Qualified,Inbound,1.68,2023-10-08,2025-06-03,54338.8,4528.23,54338.8,NA-Enterprise-2
OPP-2199,North America,Enterprise,Closed Won,Partner,7.9,2023-11-10,,40980.6,3415.05,40980.6,NA-Enterprise-1
OPP-2200,North America,Enterprise,Proposal Sent,Outbound,5.81,2024-07-19,2023-09-26,79798.85,6649.9,79798.85,NA-Enterprise-1
OPP-2201,North America,Enterprise,Closed Won,Outbound,7.53,2023-07-01,2024-03-17,91314.03,7609.5,91314.03,NA-Enterprise-3
OPP-2202,North America,Enterprise,Proposal Sent,Inbound,3.21,2024-05-06,2023-10-24,40852.68,3404.39,40852.68,NA-Enterprise-1
OPP-2203,North America,Enterprise,Negotiation,Inbound,3.63,2023-09-21,2025-06-23,95864.92,7988.74,95864.92,NA-Enterprise-1
OPP-2204,North America,Enterprise,Qualified,Inbound,9.39,2023-11-13,,52245.6,4353.8,52245.6,NA-Enterprise-1
OPP-2205,North America,Enterprise,Negotiation,Inbound,2.4,2023-05-05,,81493.45,6791.12,81493.45,NA-Enterprise-3
OPP-2206,North America,Enterprise,Qualified,Event,8.15,2023-10-04,,40199.69,3349.97,40199.69,NA-Enterprise-3
OPP-2207,North America,Enterprise,Proposal Sent,Inbound,7.89,2024-07-01,2023-10-09,46802.25,3900.19,46802.25,NA-Enterprise-2
OPP-2208,North America,Enterprise,Negotiation,Event,4.21,2023-04-05,2025-04-05,68874.51,5739.54,68874.51,NA-Enterprise-3
OPP-2209,North America,Enterprise,Proposal Sent,Inbound,1.16,2024-09-27,,88396.11,7366.34,88396.11,NA-Enterprise-2
OPP-2210,North America,Enterprise,Qualified,Inbound,2.31,2023-06-14,2024-03-04,87598.59,7299.88,87598.59,NA-Enterprise-2
OPP-2211,North America,Enterprise,Closed Won,Partner,1.27,2024-02-03,,68721.42,5726.78,68721.42,NA-Enterprise-2
OPP-2212,North America,Enterprise,Closed Won,Event,4.62,2023-06-21,2025-10-18,65944.09,5495.34,65944.09,NA-Enterprise-1
OPP-2213,North America,Enterprise,Negotiation,Inbound,9.94,2023-08-21,,86407.8,7200.65,86407.8,NA-Enterprise-1
OPP-2214,North America,Enterprise,Negotiation,Outbound,5.12,2023-11-26,2024-03-14,96027.77,8002.31,96027.77,NA-Enterprise-2
OPP-2215,North America,Enterprise,Qualified,Inbound,6.14,2023-01-18,,93998.23,7833.19,93998.23,NA-Enterprise-1
OPP-2216,North America,Enterprise,Negotiation,Outbound,8.54,2023-11-19,,96035.2,8002.93,96035.2,NA-Enterprise-2
OPP-2217,North America,Enterprise,Closed Won,Outbound,6.05,2023-04-30,2025-09-27,45113.52,3759.46,45113.52,NA-Enterprise-1
OPP-2218,North America,Enterprise,Closed Lost,Partner,4.07,2024-10-01,,69660.72,5805.06,69660.72,NA-Enterprise-2
OPP-2219,North America,Enterprise,Negotiation,Inbound,5.83,2024-03-11,2023-09-07,87168.77,7264.06,87168.77,NA-Enterprise-2
OPP-2220,North America,Enterprise,Proposal Sent,Marketing Campaign,2.23,2023-09-22,,43294.78,3607.9,43294.78,NA-Enterprise-1
OPP-2221,North America,Enterprise,Qualified,Event,9.83,2024-06-27,2025-11-17,99956.84,8329.74,99956.84,NA-Enterprise-1
OPP-2222,North America,Enterprise,Qualified,Inbound,9.83,2023-12-02,2023-08-10,58503.11,4875.26,58503.11,NA-Enterprise-2
OPP-2223,North America,Enterprise,Closed Won,Partner,8.66,2024-01-07,2024-07-26,92170.29,7680.86,92170.29,NA-Enterprise-2
OPP-2224,North America,Enterprise,Proposal Sent,Inbound,6.19,2024-08-19,,86079.93,7173.33,86079.93,NA-Enterprise-2
OPP-2225,North America,Enterprise,Qualified,Event,5.95,2024-07-08,,53891.16,4490.93,53891.16,NA-Enterprise-3
OPP-2226,North America,Enterprise,Negotiation,Marketing Campaign,8.83,2024-07-13,2024-10-02,44779.79,3731.65,44779.79,NA-Enterprise-2
OPP-2227,North America,Enterprise,Proposal Sent,Marketing Campaign,3.81,2024-03-06,2024-12-14,46026.14,3835.51,46026.14,NA-Enterprise-2
OPP-2228,North America,Enterprise,Qualified,Inbound,9.54,2024-08-25,2025-10-04,56142.89,4678.57,56142.89,NA-Enterprise-3
OPP-2229,North America,Enterprise,Closed Won,Outbound,1.96,2023-06-12,2024-06-22,42551.49,3545.96,42551.49,NA-Enterprise-2
OPP-2230,North America,Enterprise,Qualified,Partner,6.12,2023-04-17,2023-03-07,44920.53,3743.38,44920.53,NA-Enterprise-3
OPP-2231,North America,Enterprise,Negotiation,Inbound,7.64,2024-11-29,2025-05-16,68218.94,5684.91,68218.94,NA-Enterprise-2
OPP-2232,North America,Enterprise,Proposal Sent,Inbound,8.15,2023-07-12,2024-06-02,40317.19,3359.77,40317.19,NA-Enterprise-3
OPP-2233,North America,Enterprise,Qualified,Partner,2.73,2024-06-24,2023-11-06,43562.3,3630.19,43562.3,NA-Enterprise-3
OPP-2234,North America,Enterprise,Proposal Sent,Marketing Campaign,3.59,2023-09-13,2023-10-14,64271.24,5355.94,64271.24,NA-Enterprise-3
OPP-2235,North America,Enterprise,Qualified,Partner,1.01,2023-04-28,2024-02-27,82414.26,6867.85,82414.26,NA-Enterprise-3
OPP-2236,North America,Enterprise,Negotiation,Outbound,8.33,2024-08-17,2024-06-24,84807.14,7067.26,84807.14,NA-Enterprise-3
OPP-2237,North America,Enterprise,Qualified,Marketing Campaign,7.7,2023-03-15,2023-10-31,47946.91,3995.58,47946.91,NA-Enterprise-2
OPP-2238,North America,Enterprise,Qualified,Inbound,1.03,2023-08-04,,97913.19,8159.43,97913.19,NA-Enterprise-3
OPP-2239,North America,Enterprise,Qualified,Inbound,2.86,2023-05-28,2023-10-11,89798.24,7483.19,89798.24,NA-Enterprise-2
OPP-2240,North America,Enterprise,Proposal Sent,Outbound,6.94,2024-11-27,2024-03-19,92128.07,7677.34,92128.07,NA-Enterprise-3
OPP-2241,North America,Enterprise,Qualified,Outbound,2.69,2024-11-12,,91465.37,7622.11,91465.37,NA-Enterprise-1
OPP-2242,North America,Enterprise,Proposal Sent,Marketing Campaign,4.94,2023-09-16,2025-09-07,79738.21,6644.85,79738.21,NA-Enterprise-2
OPP-2243,North America,Enterprise,Negotiation,Event,7.73,2024-06-20,2025-05-27,49516.31,4126.36,49516.31,NA-Enterprise-1
OPP-2244,North America,Enterprise,Qualified,Inbound,2.59,2023-01-15,2023-06-14,46624.99,3885.42,46624.99,NA-Enterprise-3
OPP-2245,North America,Enterprise,Proposal Sent,Partner,5.04,2024-12-05,,75189.07,6265.76,75189.07,NA-Enterprise-1
OPP-2246,North America,Enterprise,Closed Lost,Inbound,5.32,2024-03-24,,90368.08,7530.67,90368.08,NA-Enterprise-2
OPP-2247,North America,Enterprise,Qualified,Outbound,2.97,2024-07-18,2023-11-24,41028.75,3419.06,41028.75,NA-Enterprise-1
OPP-2248,North America,Enterprise,Negotiation,Outbound,7.21,2023-10-06,,46589.46,3882.45,46589.46,NA-Enterprise-1
OPP-2249,North America,Enterprise,Proposal Sent,Outbound,1.57,2023-04-20,2024-09-02,70988.83,5915.74,70988.83,NA-Enterprise-1
OPP-2250,North America,Enterprise,Qualified,Marketing Campaign,9.38,2024-09-20,2024-02-10,55125.93,4593.83,55125.93,NA-Enterprise-2
OPP-2251,North America,Enterprise,Closed Lost,Inbound,9.63,2023-12-02,,77651.16,6470.93,77651.16,NA-Enterprise-2
OPP-2252,North America,Enterprise,Proposal Sent,Inbound,5.33,2023-07-11,2024-10-20,86181.19,7181.77,86181.19,NA-Enterprise-1
OPP-2253,North America,Enterprise,Proposal Sent,Partner,3.45,2023-07-24,2025-01-31,83252.85,6937.74,83252.85,NA-Enterprise-1
OPP-2254,North America,Enterprise,Proposal Sent,Inbound,3.2,2023-02-16,,45765.4,3813.78,45765.4,NA-Enterprise-2
OPP-2255,North America,Enterprise,Negotiation,Outbound,5.44,2024-03-17,,61412.84,5117.74,61412.84,NA-Enterprise-2
OPP-2256,North America,Enterprise,Qualified,Outbound,2.23,2024-02-25,,40985.88,3415.49,40985.88,NA-Enterprise-1
OPP-2257,North America,Enterprise,Proposal Sent,Marketing Campaign,1.65,2024-11-28,,52297.56,4358.13,52297.56,NA-Enterprise-3
OPP-2258,North America,Enterprise,Negotiation,Inbound,2.93,2024-01-15,2024-07-10,72914.08,6076.17,72914.08,NA-Enterprise-2
OPP-2259,North America,Enterprise,Proposal Sent,Inbound,3.52,2024-08-25,,40701.87,3391.82,40701.87,NA-Enterprise-2
OPP-2260,North America,Enterprise,Qualified,Marketing Campaign,6.51,2023-04-06,,93586.16,7798.85,93586.16,NA-Enterprise-3
OPP-2261,North America,Enterprise,Proposal Sent,Partner,7.85,2023-02-15,2024-08-21,87465.97,7288.83,87465.97,NA-Enterprise-2
OPP-2262,North America,Enterprise,Negotiation,Partner,1.06,2024-05-16,,72464.51,6038.71,72464.51,NA-Enterprise-3
OPP-2263,North America,Enterprise,Proposal Sent,Inbound,1.8,2024-08-19,2024-08-22,52981.51,4415.13,52981.51,NA-Enterprise-1
OPP-2264,North America,Enterprise,Negotiation,Marketing Campaign,7.78,2024-07-23,2023-03-28,40005.57,3333.8,40005.57,NA-Enterprise-1
OPP-2265,North America,Enterprise,Closed Lost,Outbound,7.01,2023-07-17,2023-12-19,84334.04,7027.84,84334.04,NA-Enterprise-1
OPP-2266,North America,Enterprise,Qualified,Inbound,8.45,2023-07-22,2025-09-01,54053.17,4504.43,54053.17,NA-Enterprise-2
OPP-2267,North America,Enterprise,Proposal Sent,Partner,1.28,2023-07-29,2024-10-06,43676.51,3639.71,43676.51,NA-Enterprise-3
OPP-2268,North America,Enterprise,Proposal Sent,Partner,8.5,2023-06-12,2023-02-16,90084.78,7507.06,90084.78,NA-Enterprise-1
OPP-2269,North America,Enterprise,Qualified,Inbound,8.59,2024-03-06,2023-12-20,50282.51,4190.21,50282.51,NA-Enterprise-1
OPP-2270,North America,Enterprise,Qualified,Inbound,3.06,2023-06-20,2024-12-07,52707.11,4392.26,52707.11,NA-Enterprise-1
OPP-2271,North America,Enterprise,Qualified,Marketing Campaign,5.8,2024-08-03,2025-08-08,93183.29,7765.27,93183.29,NA-Enterprise-2
OPP-2272,North America,Enterprise,Negotiation,Event,3.51,2023-09-24,2023-03-14,65493.18,5457.77,65493.18,NA-Enterprise-1
OPP-2273,North America,Enterprise,Qualified,Event,5.18,2023-04-04,,51776.18,4314.68,51776.18,NA-Enterprise-3
OPP-2274,North America,Enterprise,Negotiation,Marketing Campaign,3.07,2024-12-18,2023-09-20,46920.85,3910.07,46920.85,NA-Enterprise-3
OPP-2275,North America,Enterprise,Proposal Sent,Partner,7.41,2023-05-19,2024-02-04,73603.89,6133.66,73603.89,NA-Enterprise-2
OPP-2276,North America,Enterprise,Qualified,Inbound,9.17,2024-06-04,,72341.52,6028.46,72341.52,NA-Enterprise-1
OPP-2277,North America,Enterprise,Qualified,Outbound,1.75,2024-06-21,2024-07-16,72620.23,6051.69,72620.23,NA-Enterprise-1
OPP-2278,North America,Enterprise,Proposal Sent,Event,1.4,2024-05-17,,55668.41,4639.03,55668.41,NA-Enterprise-2
OPP-2279,North America,Enterprise,Closed Won,Inbound,6.73,2024-06-14,2025-07-25,52318.02,4359.84,52318.02,NA-Enterprise-3
OPP-2280,North America,Enterprise,Negotiation,Outbound,7.64,2023-11-26,2024-08-19,44286.11,3690.51,44286.11,NA-Enterprise-1
OPP-2281,North America,Enterprise,Proposal Sent,Inbound,1.1,2023-01-28,,99565.11,8297.09,99565.11,NA-Enterprise-1
OPP-2282,North America,Enterprise,Closed Won,Partner,1.75,2023-06-18,,81453.01,6787.75,81453.01,NA-Enterprise-1
OPP-2283,North America,Enterprise,Proposal Sent,Inbound,2.71,2023-04-11,2025-03-02,88478.33,7373.19,88478.33,NA-Enterprise-2
OPP-2284,North America,Enterprise,Negotiation,Marketing Campaign,1.23,2023-06-03,,43434.85,3619.57,43434.85,NA-Enterprise-2
OPP-2285,North America,Enterprise,Negotiation,Event,5.54,2023-10-24,,58770.64,4897.55,58770.64,NA-Enterprise-2
OPP-2286,North America,Enterprise,Qualified,Event,6.4,2024-08-13,2024-09-11,55648.24,4637.35,55648.24,NA-Enterprise-1
OPP-2287,North America,Enterprise,Closed Won,Inbound,2.58,2023-10-23,2023-04-28,69468.35,5789.03,69468.35,NA-Enterprise-2
OPP-2288,North America,Enterprise,Proposal Sent,Outbound,5.21,2023-02-15,2023-02-06,58846.82,4903.9,58846.82,NA-Enterprise-2
OPP-2289,North America,Enterprise,Closed Won,Outbound,6.73,2023-04-01,2025-12-23,79722.23,6643.52,79722.23,NA-Enterprise-3
OPP-2290,North America,Enterprise,Qualified,Outbound,2.11,2024-02-27,2024-08-05,56504.76,4708.73,56504.76,NA-Enterprise-2
OPP-2291,North America,Enterprise,Closed Lost,Outbound,1.44,2023-11-14,,70700.95,5891.75,70700.95,NA-Enterprise-2
OPP-2292,North America,Enterprise,Proposal Sent,Inbound,7.43,2024-10-02,2025-05-13,87108.39,7259.03,87108.39,NA-Enterprise-2
OPP-2293,North America,Enterprise,Proposal Sent,Event,6.02,2024-09-24,2023-03-07,52474.99,4372.92,52474.99,NA-Enterprise-1
OPP-2294,North America,Enterprise,Negotiation,Marketing Campaign,8.71,2024-06-22,2023-06-13,86341.99,7195.17,86341.99,NA-Enterprise-1
OPP-2295,North America,Enterprise,Closed Won,Marketing Campaign,8.79,2023-09-16,,43642.71,3636.89,43642.71,NA-Enterprise-1
OPP-2296,North America,Enterprise,Proposal Sent,Outbound,1.04,2024-10-02,,47455.87,3954.66,47455.87,NA-Enterprise-3
OPP-2297,North America,Enterprise,Negotiation,Outbound,5.26,2023-09-12,2025-03-16,97729.12,8144.09,97729.12,NA-Enterprise-3
OPP-2298,North America,Enterprise,Qualified,Partner,4.6,2023-09-06,2023-06-15,83090.88,6924.24,83090.88,NA-Enterprise-3
OPP-2299,North America,Enterprise,Proposal Sent,Partner,7.53,2024-06-18,2024-10-22,48490.06,4040.84,48490.06,NA-Enterprise-2
OPP-2300,North America,Enterprise,Qualified,Inbound,4.78,2023-05-14,2025-07-02,64458.47,5371.54,64458.47,NA-Enterprise-3
OPP-2301,North America,Enterprise,Proposal Sent,Event,1.74,2023-02-11,,52832.46,4402.7,52832.46,NA-Enterprise-3
OPP-2302,North America,Enterprise,Closed Lost,Outbound,4.19,2024-01-18,,57497.52,4791.46,57497.52,NA-Enterprise-3
OPP-2303,North America,Enterprise,Qualified,Outbound,3.06,2024-11-22,2024-02-18,91976.41,7664.7,91976.41,NA-Enterprise-2
OPP-2304,North America,Enterprise,Closed Lost,Marketing Campaign,1.21,2023-03-28,2024-10-23,57629.99,4802.5,57629.99,NA-Enterprise-3
OPP-2305,North America,Enterprise,Qualified,Inbound,6.18,2024-06-27,2023-03-19,64671.5,5389.29,64671.5,NA-Enterprise-2
OPP-2306,North America,Enterprise,Negotiation,Outbound,6.0,2024-05-27,2024-08-18,86322.21,7193.52,86322.21,NA-Enterprise-2
OPP-2307,North America,Enterprise,Closed Lost,Outbound,8.49,2023-03-05,2024-12-28,59893.07,4991.09,59893.07,NA-Enterprise-1
OPP-2308,North America,Enterprise,Negotiation,Inbound,8.68,2023-09-02,2024-04-18,42252.46,3521.04,42252.46,NA-Enterprise-1
OPP-2309,North America,Enterprise,Negotiation,Outbound,8.46,2023-09-21,2023-10-09,52536.23,4378.02,52536.23,NA-Enterprise-3
OPP-2310,North America,Enterprise,Qualified,Inbound,1.92,2023-04-07,,63683.2,5306.93,63683.2,NA-Enterprise-1
OPP-2311,North America,Enterprise,Proposal Sent,Event,2.11,2023-02-19,2024-03-13,67284.63,5607.05,67284.63,NA-Enterprise-2
OPP-2312,North America,Enterprise,Qualified,Partner,5.43,2023-05-18,2024-11-23,54465.78,4538.81,54465.78,NA-Enterprise-3
OPP-2313,North America,Enterprise,Qualified,Outbound,1.31,2023-03-20,,99966.61,8330.55,99966.61,NA-Enterprise-1
OPP-2314,North America,Enterprise,Negotiation,Outbound,7.83,2023-12-02,,95087.82,7923.99,95087.82,NA-Enterprise-1
OPP-2315,North America,Enterprise,Closed Lost,Event,8.01,2024-06-21,,45718.47,3809.87,45718.47,NA-Enterprise-3
OPP-2316,North America,Enterprise,Qualified,Event,9.98,2023-01-31,2024-12-17,40640.32,3386.69,40640.32,NA-Enterprise-1
OPP-2317,North America,Enterprise,Qualified,Inbound,6.37,2023-01-14,2025-03-14,86717.98,7226.5,86717.98,NA-Enterprise-2
OPP-2318,North America,Enterprise,Negotiation,Outbound,7.56,2024-09-02,2025-05-31,60031.12,5002.59,60031.12,NA-Enterprise-1
OPP-2319,North America,Enterprise,Closed Won,Partner,4.53,2024-09-16,,95000.33,7916.69,95000.33,NA-Enterprise-1
OPP-2320,North America,Enterprise,Qualified,Inbound,1.64,2023-05-07,,48035.58,4002.97,48035.58,NA-Enterprise-1
OPP-2321,North America,Enterprise,Proposal Sent,Inbound,3.63,2023-08-25,2025-10-05,78357.31,6529.78,78357.31,NA-Enterprise-2
OPP-2322,North America,Enterprise,Qualified,Inbound,9.97,2023-07-19,2023-12-20,60577.02,5048.09,60577.02,NA-Enterprise-3
OPP-2323,North America,Enterprise,Negotiation,Outbound,1.66,2024-04-07,2024-12-23,96496.01,8041.33,96496.01,NA-Enterprise-3
OPP-2324,North America,Enterprise,Qualified,Marketing Campaign,7.26,2023-10-29,2025-05-15,65096.14,5424.68,65096.14,NA-Enterprise-3
OPP-2325,North America,Enterprise,Qualified,Outbound,1.19,2023-12-12,2025-04-20,96440.06,8036.67,96440.06,NA-Enterprise-3
OPP-2326,North America,Enterprise,Closed Lost,Partner,5.67,2023-04-09,2023-10-22,65720.17,5476.68,65720.17,NA-Enterprise-1
OPP-2327,North America,Enterprise,Closed Won,Marketing Campaign,9.49,2023-02-26,2024-03-23,65590.96,5465.91,65590.96,NA-Enterprise-2
OPP-2328,North America,Enterprise,Proposal Sent,Partner,8.36,2023-01-28,2025-08-22,61679.33,5139.94,61679.33,NA-Enterprise-3
OPP-2329,North America,Enterprise,Closed Won,Inbound,9.58,2023-08-12,2024-12-29,44360.76,3696.73,44360.76,NA-Enterprise-2
OPP-2330,North America,Enterprise,Closed Won,Outbound,2.65,2024-08-08,2025-10-21,61347.72,5112.31,61347.72,NA-Enterprise-2
OPP-2331,North America,Enterprise,Proposal Sent,Marketing Campaign,6.59,2024-06-21,,65468.41,5455.7,65468.41,NA-Enterprise-1
OPP-2332,North America,Enterprise,Closed Lost,Inbound,3.74,2024-07-21,2025-08-05,57424.05,4785.34,57424.05,NA-Enterprise-3
OPP-2333,North America,Enterprise,Proposal Sent,Inbound,8.77,2024-07-17,,86814.6,7234.55,86814.6,NA-Enterprise-2
OPP-2334,North America,Enterprise,Proposal Sent,Inbound,6.81,2024-09-21,,71716.48,5976.37,71716.48,NA-Enterprise-3
OPP-2335,North America,Enterprise,Negotiation,Outbound,7.25,2024-09-12,,43204.02,3600.33,43204.02,NA-Enterprise-1
OPP-2336,North America,Enterprise,Closed Lost,Outbound,1.58,2023-10-24,2024-02-08,70443.97,5870.33,70443.97,NA-Enterprise-3
OPP-2337,North America,Enterprise,Negotiation,Outbound,3.3,2023-06-19,2025-06-11,96097.7,8008.14,96097.7,NA-Enterprise-3
OPP-2338,North America,Enterprise,Proposal Sent,Outbound,8.02,2023-10-31,,85997.71,7166.48,85997.71,NA-Enterprise-2
OPP-2339,North America,Enterprise,Negotiation,Partner,7.08,2024-04-12,2024-09-28,78504.96,6542.08,78504.96,NA-Enterprise-3
OPP-2340,North America,Enterprise,Negotiation,Outbound,6.73,2024-08-05,2024-12-08,48710.86,4059.24,48710.86,NA-Enterprise-2
OPP-2341,North America,Enterprise,Qualified,Event,8.99,2024-08-06,2024-03-05,73920.39,6160.03,73920.39,NA-Enterprise-1
OPP-2342,North America,Enterprise,Closed Won,Inbound,8.55,2023-08-17,2023-11-17,97197.31,8099.78,97197.31,NA-Enterprise-1
OPP-2343,North America,Enterprise,Proposal Sent,Outbound,9.65,2023-02-26,2023-03-20,86576.13,7214.68,86576.13,NA-Enterprise-2
OPP-2344,North America,Enterprise,Proposal Sent,Outbound,2.06,2024-03-03,,99401.36,8283.45,99401.36,NA-Enterprise-1
OPP-2345,North America,Enterprise,Proposal Sent,Partner,3.79,2023-08-22,2024-04-27,41831.22,3485.93,41831.22,NA-Enterprise-3
OPP-2346,North America,Enterprise,Negotiation,Marketing Campaign,6.85,2024-06-16,2023-03-08,59546.69,4962.22,59546.69,NA-Enterprise-2
OPP-2347,North America,Enterprise,Closed Lost,Event,9.08,2024-02-22,,90158.27,7513.19,90158.27,NA-Enterprise-2
OPP-2348,North America,Enterprise,Qualified,Partner,6.49,2023-12-16,2023-11-29,47068.32,3922.36,47068.32,NA-Enterprise-3
OPP-2349,North America,Enterprise,Negotiation,Outbound,2.32,2024-11-07,2025-03-25,64373.86,5364.49,64373.86,NA-Enterprise-1
OPP-2350,North America,Enterprise,Proposal Sent,Partner,9.31,2023-08-10,2025-10-14,74374.8,6197.9,74374.8,NA-Enterprise-2
OPP-2351,North America,Enterprise,Qualified,Event,8.94,2023-07-14,,88524.53,7377.04,88524.53,NA-Enterprise-3
OPP-2352,North America,Enterprise,Proposal Sent,Marketing Campaign,2.08,2023-07-16,,58821.68,4901.81,58821.68,NA-Enterprise-2
OPP-2353,North America,Enterprise,Qualified,Outbound,7.96,2024-06-05,2023-04-25,63920.23,5326.69,63920.23,NA-Enterprise-3
OPP-2354,North America,Enterprise,Closed Won,Inbound,7.77,2023-01-02,2025-12-19,91278.22,7606.52,91278.22,NA-Enterprise-3
OPP-2355,North America,Enterprise,Proposal Sent,Event,1.56,2023-02-26,2025-04-03,66054.89,5504.57,66054.89,NA-Enterprise-1
OPP-2356,North America,Enterprise,Qualified,Partner,8.33,2023-12-09,,70233.96,5852.83,70233.96,NA-Enterprise-1
OPP-2357,North America,Enterprise,Qualified,Marketing Campaign,4.38,2023-02-27,2024-08-25,89399.49,7449.96,89399.49,NA-Enterprise-3
OPP-2358,North America,Enterprise,Negotiation,Inbound,7.64,2023-02-25,2024-01-29,44806.27,3733.86,44806.27,NA-Enterprise-3
OPP-2359,North America,Enterprise,Proposal Sent,Event,9.54,2024-10-19,2023-11-22,91773.91,7647.83,91773.91,NA-Enterprise-2
OPP-2360,North America,Enterprise,Proposal Sent,Partner,3.43,2024-05-22,2024-08-30,43017.95,3584.83,43017.95,NA-Enterprise-3
OPP-2361,North America,Enterprise,Qualified,Marketing Campaign,8.97,2024-02-17,,63444.28,5287.02,63444.28,NA-Enterprise-2
OPP-2362,North America,Enterprise,Qualified,Inbound,1.18,2023-04-05,,64698.77,5391.56,64698.77,NA-Enterprise-2
OPP-2363,North America,Enterprise,Negotiation,Outbound,4.46,2023-02-18,,69525.65,5793.8,69525.65,NA-Enterprise-3
OPP-2364,North America,Enterprise,Closed Won,Inbound,8.0,2023-01-24,2024-07-23,73925.28,6160.44,73925.28,NA-Enterprise-1
OPP-2365,North America,Enterprise,Qualified,Inbound,3.09,2023-05-16,,44029.49,3669.12,44029.49,NA-Enterprise-3
OPP-2366,North America,Enterprise,Negotiation,Inbound,4.1,2024-02-15,2023-07-13,58852.01,4904.33,58852.01,NA-Enterprise-1
OPP-2367,North America,Enterprise,Qualified,Marketing Campaign,9.17,2024-11-25,2024-01-01,67855.3,5654.61,67855.3,NA-Enterprise-2
OPP-2368,North America,Enterprise,Qualified,Event,3.14,2024-06-09,,40027.87,3335.66,40027.87,NA-Enterprise-3
OPP-2369,North America,Enterprise,Proposal Sent,Outbound,9.79,2024-01-21,2024-04-22,59065.36,4922.11,59065.36,NA-Enterprise-2
OPP-2370,North America,Enterprise,Closed Won,Outbound,3.76,2024-08-29,2024-01-12,66849.36,5570.78,66849.36,NA-Enterprise-3
OPP-2371,North America,Enterprise,Proposal Sent,Inbound,4.56,2024-06-06,2023-08-13,91873.48,7656.12,91873.48,NA-Enterprise-2
